City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,ishinomaki,38.4167,141.3,11.73,70,92,6.41,JP,1711741890
281,brookings,44.3114,-96.7984,9.0,61,0,3.09,US,1711741749
282,hamilton,39.1834,-84.5333,21.72,34,0,10.28,US,1711741558
283,krasnyy kholm,58.0607,37.1203,5.73,95,100,5.58,RU,1711741891
284,san angelo,31.4638,-100.437,25.06,45,0,6.17,US,1711741825
285,kerikeri,-35.2268,173.9474,12.69,67,0,2.45,NZ,1711741892
286,weno,7.4515,151.8468,27.97,83,40,4.63,FM,1711741892
287,joinville,-26.3044,-48.8456,28.39,69,40,5.14,BR,1711741629
288,mount isa,-20.7333,139.5,23.87,94,40,2.57,AU,1711741894
289,papatowai,-46.5619,169.4708,10.74,82,100,3.39,NZ,1711741894
290,pailon,-17.65,-62.75,34.82,35,69,3.0,BO,1711741894
291,chibougamau,49.9168,-74.3659,-0.21,55,100,4.12,CA,1711741895
292,tottori,35.5,134.2333,11.27,82,32,4.95,JP,1711741611
293,nadi,-17.8,177.4167,25.0,94,75,0.0,FJ,1711741610
294,quincy,42.2529,-71.0023,10.34,53,100,8.75,US,1711741820
295,kaliua,-5.0606,31.7936,20.29,90,99,1.4,TZ,1711741897
296,san ignacio,17.1561,-89.0714,30.08,51,0,3.09,BZ,1711741897
297,korgan,40.8247,37.3467,11.73,71,50,3.16,TR,1711741898
298,sao vicente,-23.9631,-46.3919,30.15,57,40,1.03,BR,1711741847
299,inhambane,-23.865,35.3833,23.99,83,20,2.68,MZ,1711741899
300,san pedro pochutla,15.7333,-96.4667,32.61,44,0,4.05,MX,1711741809
301,kalifornsky,60.4183,-151.29,2.19,84,20,6.69,US,1711741900
302,natal,-5.795,-35.2094,30.36,94,75,5.14,BR,1711741396
303,galle,6.0367,80.217,25.99,83,31,1.94,LK,1711741663
304,hauterive,46.0901,3.4459,11.42,70,100,2.35,FR,1711741901
305,la passe,45.5549,-0.8967,9.43,94,100,4.1,FR,1711741902
306,palikir - national government center,6.9248,158.1611,27.47,78,100,7.2,FM,1711741902
307,sitka,57.0531,-135.33,6.94,70,100,4.12,US,1711741903
308,akureyri,65.6835,-18.0878,-2.04,93,100,4.63,IS,1711741904
309,antsiranana,-12.2787,49.2917,26.24,86,100,3.77,MG,1711741905
310,benghazi,32.1167,20.0667,18.03,60,0,5.14,LY,1711741905
311,kapa'a,22.0752,-159.319,25.99,83,100,8.23,US,1711741906
312,ribe,55.3305,8.7697,8.22,92,19,3.68,DK,1711741906
313,prince george,53.9166,-122.753,4.58,40,0,4.12,CA,1711741907
314,santo tome,-31.6627,-60.7653,31.68,45,0,3.58,AR,1711741691
315,sydney,-33.8679,151.2073,18.12,88,0,2.57,AU,1711741365
316,conception bay south,47.4999,-52.9981,13.53,92,100,4.31,CA,1711741908
317,midvagur,62.0511,-7.1939,4.46,81,100,12.35,FO,1711741908
318,nouadhibou,20.931,-17.0347,20.99,68,0,6.69,MR,1711741909
319,jining,35.405,116.5814,12.76,91,67,2.18,CN,1711741909
320,roma,43.2128,-75.4557,3.86,60,100,9.77,US,1711741910
321,chinde,26.8418,88.0763,17.1,59,97,1.51,NP,1711741910
322,sirte,31.2089,16.5887,18.31,58,0,8.9,LY,1711741911
323,barcelos,41.5388,-8.6151,12.14,93,100,2.88,PT,1711741901
324,shanhaiguan,39.9988,119.7564,5.17,63,93,3.12,CN,1711741912
325,yambio,4.5721,28.3955,26.63,46,99,1.13,SS,1711741913
326,san juan de miraflores,-12.1629,-76.9635,24.29,77,76,5.26,PE,1711741913
327,whitby,54.4877,-0.615,8.54,84,63,7.67,GB,1711741647
328,tolanaro,-25.0319,46.9987,24.04,88,20,9.77,MG,1711741914
329,prince rupert,54.3161,-130.3201,9.05,43,0,2.06,CA,1711741813
330,sennoy,52.1509,46.9631,2.76,82,100,2.26,RU,1711741915
331,sablayan,12.8346,120.769,26.98,68,98,0.78,PH,1711741916
332,askoy,60.4092,5.226,7.75,100,75,8.23,NO,1711741916
333,ola,59.5833,151.2833,-10.47,96,100,3.13,RU,1711741917
334,portage la prairie,49.9728,-98.2926,0.5,54,100,4.6,CA,1711741665
335,pijijiapan,15.7011,-93.23,35.7,34,0,4.99,MX,1711741918
336,kendari,-3.945,122.4989,24.48,93,71,1.31,ID,1711741918
337,wafangdian,39.6183,122.0081,3.86,49,77,0.08,CN,1711741919
338,christchurch,-43.5333,172.6333,12.52,85,100,1.54,NZ,1711741660
339,nelson bay,-32.7167,152.15,19.44,98,6,1.34,AU,1711741919
340,rio verde de mato grosso,-18.9181,-54.8442,29.11,65,74,2.31,BR,1711741671
341,crane,31.3974,-102.3501,28.04,11,100,4.54,US,1711741920
342,timbiqui,2.7717,-77.6654,28.91,76,82,2.2,CO,1711741921
343,cockburn town,21.4612,-71.1419,25.98,69,40,4.12,TC,1711741921
344,codrington,-38.2667,141.9667,10.96,87,9,2.37,AU,1711741922
345,terrace,54.5163,-128.6035,11.23,27,0,5.14,CA,1711741922
346,queenstown,-31.8976,26.8753,14.79,81,99,3.62,ZA,1711741923
347,albenga,44.0529,8.216,17.67,84,100,0.45,IT,1711741924
348,jawf al maqbabah,13.8378,45.8349,22.47,73,23,2.09,YE,1711741924
349,rabigh,22.7986,39.0349,25.88,74,99,2.1,SA,1711741925
350,qui nhon,13.7667,109.2333,24.88,90,100,1.53,VN,1711741925
351,san patricio,28.017,-97.5169,27.97,51,1,10.09,US,1711741926
352,naze,28.3667,129.4833,12.51,74,100,1.03,JP,1711741926
353,callao,-12.0667,-77.15,25.16,69,20,5.66,PE,1711741927
354,gibsons,49.3997,-123.5027,12.23,87,89,0.45,CA,1711741927
355,kirakira,-10.4544,161.9205,27.05,85,100,1.97,SB,1711741928
356,caconda,-13.7333,15.0667,18.4,84,100,0.42,AO,1711741929
357,konosha,60.9736,40.257,3.2,98,100,2.98,RU,1711741929
358,polyarnyy,69.1989,33.4478,-7.98,92,97,1.9,RU,1711741930
359,twin falls,42.3505,-114.6445,8.85,46,0,3.09,US,1711741678
360,spearfish,44.4908,-103.8594,10.49,43,100,5.66,US,1711741900
361,tanjung pandan,-2.75,107.65,25.44,90,72,2.01,ID,1711741931
362,madeji,27.7544,68.4526,23.96,21,0,3.32,PK,1711741932
363,trincomalee,8.5711,81.2335,26.24,76,17,2.81,LK,1711741932
364,keflavik,64.0049,-22.5624,1.95,60,20,9.26,IS,1711741933
365,greenville,35.6127,-77.3663,20.09,32,40,7.2,US,1711741934
366,konarka,19.9,86.1167,27.22,79,0,8.39,IN,1711741934
367,syzran',53.1585,48.4681,-0.17,98,91,3.01,RU,1711741935
368,lanxi,29.2195,119.477,15.7,75,100,0.74,CN,1711741936
369,sao joao da barra,-21.6403,-41.0511,30.05,91,100,3.64,BR,1711741936
370,sur,22.5667,59.5289,24.54,64,1,2.11,OM,1711741937
371,port sudan,19.6175,37.2164,26.0,79,91,2.32,SD,1711741937
372,rovaniemi,66.5,25.7167,-2.33,74,0,4.63,FI,1711741938
373,mogocha,53.7333,119.7667,-15.04,73,100,5.25,RU,1711741938
374,praia,14.9215,-23.5087,23.3,56,20,8.75,CV,1711741939
375,namsos,64.4662,11.4957,2.03,86,100,9.77,NO,1711741939
376,puerto deseado,-47.7503,-65.8938,13.18,31,83,16.41,AR,1711741940
377,port moresby,-9.4431,147.1797,25.33,90,70,1.72,PG,1711741940
378,baoqing,46.3317,132.2111,-1.59,77,87,4.34,CN,1711741941
379,kone,-21.0595,164.8658,21.2,83,0,2.29,NC,1711741941
380,papao,-17.75,-149.55,29.82,79,63,9.91,PF,1711741942
381,celestun,20.8667,-90.4,26.58,50,0,7.21,MX,1711741942
382,st. paul,44.9444,-93.0933,8.21,44,40,7.2,US,1711741932
383,fort bragg,35.139,-79.006,22.33,25,20,7.72,US,1711741943
384,jacksonville,30.3322,-81.6556,23.56,45,20,4.63,US,1711741626
385,stockerau,48.383,16.1996,16.57,59,40,2.57,AT,1711741944
386,ushtobe,45.2514,77.9838,10.46,66,100,1.19,KZ,1711741945
387,priob'ye,62.5206,65.5964,-14.43,99,100,3.05,RU,1711741946
388,gursarai,25.6148,79.1788,31.22,30,100,1.06,IN,1711741946
389,griffith,41.5284,-87.4237,16.25,49,0,3.6,US,1711741923
390,kadugli,11.0167,29.7167,30.32,8,84,2.81,SD,1711741947
391,ciudad lazaro cardenas,17.9583,-102.2,29.12,44,91,5.35,MX,1711741948
392,kutum,14.2,24.6667,25.21,13,100,5.03,SD,1711741948
393,gebeit,21.0667,36.3167,24.12,62,100,0.79,SD,1711741949
394,vorgashor,67.5833,63.95,-11.39,95,100,4.86,RU,1711741949
395,kharovsk,59.9642,40.1912,4.28,97,100,3.53,RU,1711741950
396,greenland,43.0362,-70.8328,9.49,52,100,8.23,US,1711741950
397,sao jose da coroa grande,-8.8978,-35.1478,28.33,74,98,5.03,BR,1711741951
398,hasaki,35.7333,140.8333,12.38,70,0,5.86,JP,1711741951
399,cooper's town,26.8667,-77.5167,21.2,57,0,7.4,BS,1711741952
400,kuloy,61.0305,42.4925,3.38,97,100,3.29,RU,1711741953
401,hopkins,37.3334,-87.55,22.82,36,60,5.87,US,1711741954
402,dwarka,22.2394,68.9678,24.3,77,0,3.84,IN,1711741954
403,koryazhma,61.3143,47.1691,3.84,92,100,4.19,RU,1711741955
404,xining,36.6167,101.7667,5.55,37,74,0.44,CN,1711741739
405,shira,54.4911,89.9531,1.74,77,67,3.67,RU,1711741955
406,port lincoln,-34.7333,135.8667,16.92,62,0,2.43,AU,1711741956
407,eusebio ayala,-25.4,-56.9667,34.04,28,7,1.45,PY,1711741957
408,aban,56.67,96.06,-3.38,96,100,3.43,RU,1711741957
409,brak,27.5496,14.2714,23.65,20,0,6.1,LY,1711741958
410,corner brook,48.9667,-57.9484,2.09,98,100,2.95,CA,1711741958
411,ishigaki,24.3448,124.1572,20.07,100,75,0.51,JP,1711741959
412,sijunjung,-0.6876,100.9537,23.24,98,100,0.54,ID,1711741960
413,prineville,44.2999,-120.8345,10.57,48,100,4.12,US,1711741878
414,raja,8.4596,25.678,29.33,13,51,1.32,SS,1711741962
415,fauske,67.2588,15.3918,2.65,76,100,4.48,NO,1711741962
416,ilheus,-14.7889,-39.0494,28.9,84,0,2.57,BR,1711741963
417,inarajan village,13.2736,144.7484,27.08,88,84,6.29,GU,1711741964
418,mahibadhoo,3.7833,72.9667,28.83,74,98,2.97,MV,1711741752
419,tagta,41.6504,59.9164,4.97,70,0,4.12,TM,1711741965
420,deniliquin,-35.5333,144.9667,18.17,31,3,2.48,AU,1711741966
421,coxim,-18.5067,-54.76,30.2,62,35,1.7,BR,1711741742
422,ukiah,39.1502,-123.2078,8.58,84,100,4.63,US,1711741819
423,khonsa,27.0167,95.5667,15.85,90,99,1.46,IN,1711741967
424,cartagena,10.3997,-75.5144,31.79,58,20,9.77,CO,1711741220
425,brooks,50.5834,-111.8851,-2.76,68,93,4.12,CA,1711741817
426,guangyuan,32.442,105.823,17.21,68,47,1.91,CN,1711741969
427,iwanai,42.9744,140.5089,3.31,97,88,2.86,JP,1711741969
428,monroeville,40.4212,-79.7881,12.15,35,0,4.63,US,1711741968
429,ginir,7.1333,40.7,17.53,77,100,1.49,ET,1711741970
430,warangal,18.0,79.5833,28.02,42,0,5.78,IN,1711741971
431,lorengau,-2.0226,147.2712,27.49,81,100,2.67,PG,1711741971
432,glace bay,46.1969,-59.957,13.21,98,100,7.2,CA,1711741972
433,kirensk,57.7853,108.1119,-22.8,100,10,1.79,RU,1711741972
434,new norfolk,-42.7826,147.0587,13.17,93,86,0.68,AU,1711741973
435,carolina beach,34.0352,-77.8936,21.7,42,5,2.68,US,1711741802
436,nizhneangarsk,55.7833,109.55,-20.0,83,6,3.13,RU,1711741974
437,tadine,-21.55,167.8833,22.95,68,0,5.97,NC,1711741974
438,alpine,32.835,-116.7664,17.19,54,40,2.06,US,1711741975
439,baruun-urt,46.6806,113.2792,-12.54,74,0,2.95,MN,1711741976
440,ta`u,-14.2336,-169.5144,29.09,77,98,5.22,AS,1711741976
441,silvi,42.5456,14.122,16.72,88,75,1.54,IT,1711741977
442,san andres,12.5847,-81.7006,31.01,55,20,5.66,CO,1711741977
443,sao jose do egito,-7.4789,-37.2744,29.0,53,100,2.31,BR,1711741978
444,bhamo,24.2667,97.2333,19.83,83,76,0.97,MM,1711741979
445,maun,-19.9833,23.4167,24.28,52,98,1.98,BW,1711741979
446,aykhal,66.0,111.5,-26.3,99,80,3.51,RU,1711741980
447,kamianske,48.5113,34.6021,9.57,80,85,8.59,UA,1711741980
448,yuzhno-kurilsk,44.0306,145.8556,1.32,74,100,3.04,RU,1711741981
449,antsohihy,-14.8796,47.9875,23.63,96,95,1.14,MG,1711741982
450,colonia,50.9333,6.95,12.19,79,100,2.99,DE,1711741861
451,igarka,67.4667,86.5833,-7.98,94,100,10.79,RU,1711741983
452,chlumec nad cidlinou,50.1544,15.4603,15.06,87,100,3.21,CZ,1711741983
453,lesnikovo,55.2822,65.3175,-2.9,90,100,6.13,RU,1711741984
454,wawa,9.9022,4.4192,34.51,24,94,0.98,NG,1711741985
455,tommot,58.9564,126.2925,-19.52,99,100,1.12,RU,1711741985
456,laem sing,12.4816,102.0738,27.35,82,100,1.79,TH,1711741986
457,mizdah,31.4451,12.9801,21.05,19,0,6.75,LY,1711741986
458,gizo,-8.103,156.8419,28.26,77,99,0.34,SB,1711741987
459,furukawa,38.5717,140.9556,11.41,73,86,4.9,JP,1711741987
460,teluknaga,-6.0989,106.6381,27.02,78,20,1.03,ID,1711741818
461,nuuk,64.1835,-51.7216,-0.66,69,0,1.03,GL,1711741712
462,horsham,51.064,-0.3272,10.14,74,0,3.6,GB,1711741990
463,san julian,21.0167,-102.1667,28.02,8,11,6.61,MX,1711741990
464,toliara,-23.35,43.6667,24.45,80,57,2.08,MG,1711741991
465,cherdyn',60.403,56.4787,-3.48,94,75,3.52,RU,1711741992
466,berbera,10.4396,45.0143,28.14,79,72,2.65,SO,1711741742
467,okahao,-17.885,15.0667,26.77,38,87,0.78,NA,1711741992
468,beberibe,-4.1797,-38.1306,28.45,81,76,3.34,BR,1711741993
469,anori,-3.7728,-61.6442,31.1,62,56,1.99,BR,1711741994
470,utete,-7.986,38.758,24.18,96,78,1.42,TZ,1711741994
471,fort-de-france,14.6089,-61.0733,29.97,54,0,6.17,MQ,1711741995
472,sostanj,46.38,15.0486,12.93,94,100,2.21,SI,1711741995
473,strezhevoy,60.7333,77.5889,-0.02,97,100,4.92,RU,1711741996
474,aleg,17.0481,-13.9209,29.49,16,49,4.64,MR,1711741996
475,djibouti,11.5,42.5,23.81,78,89,8.36,DJ,1711741952
476,arkhangel'sk,64.5401,40.5433,-0.94,100,40,1.0,RU,1711741997
477,smithers,54.7804,-127.1743,3.18,35,0,2.57,CA,1711741816
478,ostersund,63.1792,14.6357,-0.75,100,20,4.12,SE,1711741998
479,meadow lake,34.8014,-106.5436,21.5,15,3,4.72,US,1711741999
480,yinchuan,38.4681,106.2731,11.01,25,39,0.53,CN,1711741807
481,moss bluff,30.3027,-93.1907,23.1,46,0,6.69,US,1711742000
482,lucapa,-8.4192,20.7447,20.63,92,85,0.91,AO,1711742001
483,tocopilla,-22.092,-70.1979,23.26,72,24,3.21,CL,1711741796
484,bardsir,29.9227,56.5743,7.95,41,0,2.18,IR,1711742002
485,jumla,29.2747,82.1838,9.58,82,58,1.52,NP,1711742002
486,novodvinsk,64.4165,40.8122,-1.14,96,100,1.44,RU,1711741987
487,terbanggi besar,-4.8667,105.2333,24.6,92,88,1.16,ID,1711742004
488,knyaze-volkonskoye,48.4642,135.4567,-2.78,97,54,1.79,RU,1711742004
489,turkmenbasy,40.0222,52.9552,10.43,46,0,6.17,TM,1711742005
490,olyokminsk,60.3736,120.4264,-23.5,100,92,0.99,RU,1711742006
491,muramvya,-3.2682,29.6079,15.85,95,74,0.73,BI,1711742006
492,nyurba,63.2842,118.3319,-33.34,100,87,0.37,RU,1711742007
493,chernyshevskiy,63.0128,112.4714,-33.22,100,25,0.19,RU,1711742007
494,zelenogorskiy,55.0333,87.0,-2.27,96,13,1.85,RU,1711742008
495,makokou,0.5738,12.8642,23.62,95,65,1.59,GA,1711742009
496,suntar,62.1444,117.6319,-28.34,100,100,0.48,RU,1711742009
497,melekeok village,7.4957,134.6367,27.31,89,75,3.09,PW,1711742010
498,kertih,4.5141,103.4483,25.01,94,88,0.0,MY,1711742011
499,pariaman,-0.619,100.12,27.03,86,100,1.49,ID,1711742012
500,wynyard,-41.0,145.7167,13.68,90,97,2.1,AU,1711742012
501,qamdo,31.1667,97.2333,-2.58,84,100,1.54,CN,1711742013
502,marsabit,2.3284,37.9899,21.63,68,97,3.9,KE,1711742013
503,tralee,52.2704,-9.7026,7.14,81,75,2.57,IE,1711742014
504,st. john's,47.5649,-52.7093,13.66,93,100,5.14,CA,1711742014
505,san clemente del tuyu,-36.3569,-56.7235,24.43,76,0,5.99,AR,1711741742
506,lucheng,31.2336,117.2806,17.28,82,100,3.52,CN,1711742015
507,lycksele,64.5954,18.6735,-2.07,93,100,1.54,SE,1711742016
508,cody,44.5263,-109.0565,9.0,34,75,3.13,US,1711742017
509,otavalo,0.2333,-78.2667,17.12,75,90,1.14,EC,1711741897
510,jiazi,22.8779,116.067,22.54,88,100,1.09,CN,1711742018
511,bodo,67.28,14.405,2.65,65,0,11.83,NO,1711742019
512,bontang,0.1333,117.5,25.99,88,12,2.24,ID,1711742020
513,khovd,48.0056,91.6419,5.46,48,56,2.56,MN,1711742021
514,mccook,40.2019,-100.6257,19.25,42,99,6.23,US,1711741833
515,novyy khushet,42.8994,47.5604,10.99,100,75,5.0,RU,1711742022
516,achinsk,56.2694,90.4993,0.39,88,100,6.26,RU,1711742022
517,al wajh,26.2455,36.4525,24.97,57,0,0.0,SA,1711742023
518,san antonio de pale,-1.4014,5.6325,27.93,81,100,2.87,GQ,1711742023
519,levuka,50.1834,-105.4011,-2.1,74,100,7.15,CA,1711742024
520,xilin hot,43.9667,116.0333,-7.79,54,0,5.66,CN,1711742024
521,phan thiet,10.9333,108.1,25.12,89,100,2.95,VN,1711742025
522,agua dulce,18.1333,-94.1333,27.17,52,45,5.2,MX,1711741824
523,vernon,50.2581,-119.2691,10.72,65,68,2.06,CA,1711742026
524,fort st. john,56.2499,-120.8529,-1.06,51,20,2.06,CA,1711742026
525,caleta de carquin,-11.0925,-77.6267,25.38,75,20,4.83,PE,1711742027
526,sao jose de ribamar,-2.5619,-44.0542,26.21,82,100,4.29,BR,1711742028
527,garoua boulai,5.8833,14.55,27.18,37,90,1.44,CM,1711742029
528,revda,56.801,59.9303,-7.26,96,45,3.0,RU,1711742029
529,buon ma thuot,12.6667,108.05,21.95,84,100,1.7,VN,1711742030
530,west sayville,40.7279,-73.0976,14.01,34,40,5.66,US,1711741936
531,bothaville,-27.3887,26.617,15.08,35,0,0.46,ZA,1711742031
532,touros,-5.1989,-35.4608,28.91,77,58,4.66,BR,1711741862
533,guaruja,-23.9931,-46.2564,27.13,37,40,1.03,BR,1711742032
534,jember,-8.166,113.7032,23.39,97,15,0.28,ID,1711742032
535,nadym,65.5333,72.5167,-20.85,100,44,3.3,RU,1711742033
536,roxas,11.5853,122.7511,25.64,88,83,2.96,PH,1711742033
537,ust'-ilimsk,58.0006,102.6619,-15.31,97,100,1.79,RU,1711742034
538,nemuro,43.3236,145.575,2.47,98,100,5.9,JP,1711742034
539,shiyan,32.6475,110.7781,18.11,59,0,1.78,CN,1711742035
540,abepura,-2.6333,140.5833,23.45,100,20,1.03,ID,1711742035
541,bouza,14.4229,6.0428,31.94,7,90,3.38,NE,1711742036
542,letlhakeng,-24.0944,25.0298,23.78,40,57,2.2,BW,1711742036
543,port isabel,26.0734,-97.2086,28.05,61,75,11.32,US,1711742037
544,paramaribo,5.8667,-55.1667,30.03,70,40,2.06,SR,1711741827
545,notodden,59.5594,9.2585,6.11,99,78,0.66,NO,1711741927
546,howrah,22.5892,88.3103,28.0,89,75,4.63,IN,1711742038
547,norwich,52.6278,1.2983,11.1,69,0,4.12,GB,1711742039
548,ad dilam,23.9915,47.1627,25.23,19,99,3.93,SA,1711742040
549,zilair,52.2332,57.4392,-7.54,96,77,2.25,RU,1711742041
550,valparaiso,-33.0393,-71.6273,27.86,76,75,4.12,CL,1711742041
551,biasca,46.3597,8.9697,12.5,91,100,2.41,CH,1711742042
552,kaa-khem,51.6833,94.7333,-0.89,99,100,0.48,RU,1711742043
553,nueva esperanza,15.2667,-87.6,20.79,77,88,2.37,HN,1711742044
554,eastham,41.8301,-69.9739,6.18,87,100,7.6,US,1711742044
555,tuy hoa,13.0833,109.3,24.74,93,100,0.74,VN,1711742045
556,vallegrande,-18.4897,-64.1069,21.34,51,100,1.39,BO,1711742045
557,las veredas,23.1388,-109.7075,31.19,35,0,5.14,MX,1711741810
558,malvan,16.0667,73.4667,25.9,78,5,1.6,IN,1711742046
559,mariental,-24.6333,17.9667,27.07,26,7,6.19,NA,1711742047
560,jutai,-5.1833,-68.9,29.58,70,99,1.05,BR,1711742047
561,lazaro cardenas,17.9583,-102.2,29.12,44,91,5.35,MX,1711741948
562,krasnogvardeyskoye,45.8456,41.5186,12.44,72,96,3.62,RU,1711742048
